ensembl_gene_id	mmusculus_homolog_ensembl_gene	dmelanogaster_homolog_ensembl_gene	scerevisiae_homolog_ensembl_gene
ENSG00000107798	ENSMUSG00000024781	FBgn0032266	YLR020C
ENSG00000107798	ENSMUSG00000024781	FBgn0032264	YLR020C
ENSG00000107798	ENSMUSG00000024781	FBgn0032265	YLR020C
ENSG00000107798	ENSMUSG00000024781	FBgn0032271	YLR020C
ENSG00000107798	ENSMUSG00000024781	FBgn0051871	YLR020C
ENSG00000107798	ENSMUSG00000024781	FBgn0023496	YLR020C
ENSG00000107798	ENSMUSG00000024781	FBgn0024740	YLR020C
ENSG00000119977	ENSMUSG00000025008		
ENSG00000119917	ENSMUSG00000074896		
ENSG00000119917	ENSMUSG00000062488		
ENSG00000197444	ENSMUSG00000021913	FBgn0010352	YIL125W
ENSG00000197444	ENSMUSG00000021913	FBgn0035240	YIL125W
ENSG00000226389			
ENSG00000229870			
ENSG00000198964	ENSMUSG00000040451		
ENSG00000225303			
ENSG00000238523			
ENSG00000231588			
ENSG00000223761			
ENSG00000225913			
ENSG00000196566			
ENSG00000234192			
ENSG00000198682	ENSMUSG00000024899	FBgn0020389	YJR010W
ENSG00000198682	ENSMUSG00000024899	FBgn0020389	YKL001C
ENSG00000138138	ENSMUSG00000013662	FBgn0040208	YPL074W
ENSG00000138138	ENSMUSG00000013662	FBgn0037375	YPL074W
ENSG00000138138	ENSMUSG00000013662	FBgn0031519	YPL074W
ENSG00000138138	ENSMUSG00000013662	FBgn0040208	YER047C
ENSG00000138138	ENSMUSG00000013662	FBgn0037375	YER047C
ENSG00000138138	ENSMUSG00000013662	FBgn0031519	YER047C
ENSG00000243782			
ENSG00000227268			
ENSG00000213613			
ENSG00000200891	ENSMUSG00000064440		
ENSG00000150347	ENSMUSG00000019947	FBgn0085451	
ENSG00000229659			
ENSG00000166343	ENSMUSG00000021815	FBgn0266709	
ENSG00000107758	ENSMUSG00000021816	FBgn0011826	YDL188C
ENSG00000107758	ENSMUSG00000021816	FBgn0010015	YDL188C
ENSG00000107758	ENSMUSG00000021816	FBgn0267912	YDL188C
ENSG00000107758	ENSMUSG00000021816	FBgn0011826	YDL134C
ENSG00000107758	ENSMUSG00000021816	FBgn0010015	YDL134C
ENSG00000107758	ENSMUSG00000021816	FBgn0267912	YDL134C
ENSG00000075826	ENSMUSG00000051984	FBgn0033339	YDL195W
ENSG00000255339			
ENSG00000166136	ENSMUSG00000025204	FBgn0029888	
ENSG00000166135	ENSMUSG00000036450		
ENSG00000274660	ENSMUSG00002076384		
ENSG00000274660	ENSMUSG00000093093		
ENSG00000222072			
ENSG00000272572			
ENSG00000119906	ENSMUSG00000036097		
ENSG00000273476			
ENSG00000207551			
ENSG00000236662			
ENSG00000107815	ENSMUSG00000025209	FBgn0032154	
ENSG00000186862	ENSMUSG00000074818		
ENSG00000273162			
ENSG00000107821	ENSMUSG00000025213		
ENSG00000232110			
ENSG00000119922	ENSMUSG00000045932		
ENSG00000275036			
ENSG00000282996			
ENSG00000237746			
ENSG00000222666			
ENSG00000237128			
ENSG00000224439			
ENSG00000222705			
ENSG00000254635			
ENSG00000252401			
ENSG00000231911			
ENSG00000207483			
ENSG00000095739	ENSMUSG00000024232		
ENSG00000236716			
ENSG00000201001	ENSMUSG00000064919		
ENSG00000271220			
ENSG00000256925			
ENSG00000235264			
ENSG00000171794		FBgn0040089	
ENSG00000151650		FBgn0000157	
ENSG00000166917			
ENSG00000284219			
ENSG00000273980			
ENSG00000151651	ENSMUSG00000025473		
ENSG00000198546	ENSMUSG00000025470	FBgn0016970	
ENSG00000283496			
ENSG00000130643	ENSMUSG00000025468		
ENSG00000230306			
ENSG00000226699			
ENSG00000165828	ENSMUSG00000025467		
ENSG00000148803	ENSMUSG00000025466		
ENSG00000127884	ENSMUSG00000025465	FBgn0033879	
ENSG00000265395			
ENSG00000274685			
ENSG00000148832	ENSMUSG00000025464	FBgn0036749	
ENSG00000148832	ENSMUSG00000025464	FBgn0036750	
ENSG00000148832	ENSMUSG00000025464	FBgn0035943	
ENSG00000148832	ENSMUSG00000025464	FBgn0033584	
ENSG00000148832	ENSMUSG00000025464	FBgn0037606	
ENSG00000148832	ENSMUSG00000025464	FBgn0002036	
ENSG00000225830	ENSMUSG00000054051		YJR035W
ENSG00000271237			
ENSG00000070748	ENSMUSG00000021919	FBgn0000303	YER024W
ENSG00000070748	ENSMUSG00000021919	FBgn0000303	YAR035W
ENSG00000187714	ENSMUSG00000100241	FBgn0270928	YGR138C
ENSG00000187714	ENSMUSG00000100241	FBgn0270928	YPR156C
ENSG00000198105	ENSMUSG00000030145	FBgn0260741	
ENSG00000198105	ENSMUSG00000030145	FBgn0036522	
ENSG00000198105	ENSMUSG00000030145	FBgn0024975	
ENSG00000266412	ENSMUSG00000056234		
ENSG00000165606	ENSMUSG00000041730		
ENSG00000253626	ENSMUSG00000078812	FBgn0285952	YEL034W
ENSG00000253626	ENSMUSG00000078812	FBgn0285952	YJR047C
ENSG00000188816	ENSMUSG00000050100		
ENSG00000227345	ENSMUSG00000021911	FBgn0023216	
ENSG00000177283	ENSMUSG00000036904	FBgn0027343	
ENSG00000151923	ENSMUSG00000030846		
ENSG00000165449	ENSMUSG00000037762	FBgn0031012	YOL119C
ENSG00000165449	ENSMUSG00000037762	FBgn0259834	YOL119C
ENSG00000165449	ENSMUSG00000037762	FBgn0031002	YOL119C
ENSG00000165449	ENSMUSG00000037762	FBgn0035173	YOL119C
ENSG00000165449	ENSMUSG00000037762	FBgn0033657	YOL119C
ENSG00000165449	ENSMUSG00000037762	FBgn0033913	YOL119C
ENSG00000165449	ENSMUSG00000037762	FBgn0033955	YOL119C
ENSG00000165449	ENSMUSG00000037762	FBgn0023549	YOL119C
ENSG00000165449	ENSMUSG00000037762	FBgn0031012	YOR306C
ENSG00000165449	ENSMUSG00000037762	FBgn0259834	YOR306C
ENSG00000165449	ENSMUSG00000037762	FBgn0031002	YOR306C
ENSG00000165449	ENSMUSG00000037762	FBgn0035173	YOR306C
ENSG00000165449	ENSMUSG00000037762	FBgn0033657	YOR306C
ENSG00000165449	ENSMUSG00000037762	FBgn0033913	YOR306C
ENSG00000165449	ENSMUSG00000037762	FBgn0033955	YOR306C
ENSG00000165449	ENSMUSG00000037762	FBgn0023549	YOR306C
ENSG00000065809	ENSMUSG00000026655	FBgn0032886	
ENSG00000156384	ENSMUSG00000025066		
ENSG00000286489			
ENSG00000224817			
ENSG00000198408	ENSMUSG00000025220	FBgn0038870	
ENSG00000120049	ENSMUSG00000025221	FBgn0036926	
ENSG00000120049	ENSMUSG00000025221	FBgn0039380	
ENSG00000171798	ENSMUSG00000066129		
ENSG00000107831	ENSMUSG00000025219		
ENSG00000285587			
ENSG00000151892	ENSMUSG00000025089	FBgn0262869	
ENSG00000200176			
ENSG00000173269	ENSMUSG00000041445		
ENSG00000281974			
ENSG00000173267	ENSMUSG00000023064		
ENSG00000272734			
ENSG00000148671			
ENSG00000271880			
ENSG00000240089			
ENSG00000272508			
ENSG00000261011			
ENSG00000188100	ENSMUSG00000043681		
ENSG00000271573			
ENSG00000200253			
ENSG00000122376	ENSMUSG00000041471		
ENSG00000237280			
ENSG00000273946			
ENSG00000099246	ENSMUSG00000073639		
ENSG00000197177	ENSMUSG00000025475		
ENSG00000119927	ENSMUSG00000024978	FBgn0027579	
ENSG00000119913	ENSMUSG00000024979		
ENSG00000283688			
ENSG00000276857			
ENSG00000232934			
ENSG00000234017			
ENSG00000148516	ENSMUSG00000024238		
ENSG00000225355			
ENSG00000206796			
ENSG00000234918			
ENSG00000244402			
ENSG00000252621			
ENSG00000237970			
ENSG00000236313			
ENSG00000130640	ENSMUSG00000025474	FBgn0026430	YHR172W
ENSG00000130640	ENSMUSG00000025474	FBgn0035800	YHR172W
ENSG00000023041	ENSMUSG00000024982	FBgn0035970	
ENSG00000023041	ENSMUSG00000024982	FBgn0038039	
ENSG00000224725			
ENSG00000148730	ENSMUSG00000020091	FBgn0261560	
ENSG00000156574	ENSMUSG00000037171	FBgn0039914	
ENSG00000156574	ENSMUSG00000037171	FBgn0031461	
ENSG00000156574	ENSMUSG00000037171	FBgn0026199	
ENSG00000280401			
ENSG00000230661			
ENSG00000237224			
ENSG00000108001	ENSMUSG00000010476	FBgn0001319	
ENSG00000237489	ENSMUSG00000040139		
ENSG00000277218			
ENSG00000233122			
ENSG00000233319			
ENSG00000108010	ENSMUSG00000031068	FBgn0032509	YER174C
ENSG00000108010	ENSMUSG00000031068	FBgn0032509	YDR098C
ENSG00000286514			
ENSG00000233256			
ENSG00000202508			
ENSG00000227175			
ENSG00000227474			
ENSG00000273474			
ENSG00000225112			
ENSG00000199407			
ENSG00000197142	ENSMUSG00000024981	FBgn0036821	
ENSG00000198997			
ENSG00000232936			
ENSG00000225836			
ENSG00000240996			
ENSG00000263795			
ENSG00000234944			
ENSG00000229630			
ENSG00000273008			
ENSG00000169826	ENSMUSG00000042042	FBgn0033500	
ENSG00000198915	ENSMUSG00000030134		
ENSG00000224265			
ENSG00000285712			
ENSG00000221468			
ENSG00000230469			
ENSG00000148672	ENSMUSG00000021794	FBgn0001098	YDL215C
ENSG00000223581			
ENSG00000270811			
ENSG00000235141			
ENSG00000278982			
ENSG00000207453	ENSMUSG00000119411		
ENSG00000222979			
ENSG00000223432			
ENSG00000260370			
ENSG00000263511			
ENSG00000180525			
ENSG00000183230	ENSMUSG00000060843		
ENSG00000273360			
ENSG00000277056			
ENSG00000225299			
ENSG00000226448			
ENSG00000276866			
ENSG00000213606			
ENSG00000225922			
ENSG00000108176	ENSMUSG00000036764	FBgn0287183	
ENSG00000108176	ENSMUSG00000036764	FBgn0004179	
ENSG00000108176	ENSMUSG00000036764	FBgn0037051	
ENSG00000108176	ENSMUSG00000036764	FBgn0037718	
ENSG00000212520			
ENSG00000239942			
ENSG00000237141			
ENSG00000272892			
ENSG00000252113			
ENSG00000219932			
ENSG00000096717	ENSMUSG00000020063	FBgn0024291	YDL042C
ENSG00000096717	ENSMUSG00000020063	FBgn0024291	YOL068C
ENSG00000226318			
ENSG00000266467			
ENSG00000236375			
ENSG00000148719	ENSMUSG00000020109	FBgn0263106	YMR161W
ENSG00000148719	ENSMUSG00000020109	FBgn0031322	YMR161W
ENSG00000148719	ENSMUSG00000020109	FBgn0030207	YMR161W
ENSG00000148719	ENSMUSG00000020109	FBgn0038195	YMR161W
ENSG00000148719	ENSMUSG00000020109	FBgn0050156	YMR161W
ENSG00000107872	ENSMUSG00000025226	FBgn0039667	YJR090C
ENSG00000107872	ENSMUSG00000025226	FBgn0039554	YJR090C
ENSG00000107872	ENSMUSG00000025226	FBgn0038445	YJR090C
ENSG00000107872	ENSMUSG00000025226	FBgn0037236	YJR090C
ENSG00000107872	ENSMUSG00000025226	FBgn0033639	YJR090C
ENSG00000107872	ENSMUSG00000025226	FBgn0033337	YJR090C
ENSG00000107872	ENSMUSG00000025226	FBgn0030918	YJR090C
ENSG00000274209	ENSMUSG00000047441		
ENSG00000277758	ENSMUSG00000041479		
ENSG00000172650			
ENSG00000138136	ENSMUSG00000025216	FBgn0008651	
ENSG00000138136	ENSMUSG00000025216	FBgn0011278	
ENSG00000189090	ENSMUSG00000043681		
ENSG00000285737			
ENSG00000148848	ENSMUSG00000054555		
ENSG00000204021	ENSMUSG00000024771	FBgn0038070	YLL012W
ENSG00000204021	ENSMUSG00000024771	FBgn0032981	YLL012W
ENSG00000204021	ENSMUSG00000024771	FBgn0023495	YLL012W
ENSG00000204021	ENSMUSG00000024771	FBgn0033999	YLL012W
ENSG00000204021	ENSMUSG00000024771	FBgn0031533	YLL012W
ENSG00000204021	ENSMUSG00000024771	FBgn0036996	YLL012W
ENSG00000204021	ENSMUSG00000024771	FBgn0051089	YLL012W
ENSG00000204021	ENSMUSG00000024771	FBgn0051091	YLL012W
ENSG00000204021	ENSMUSG00000024771	FBgn0042207	YLL012W
ENSG00000204021	ENSMUSG00000024771	FBgn0038067	YLL012W
ENSG00000204021	ENSMUSG00000024771	FBgn0038068	YLL012W
ENSG00000204021	ENSMUSG00000024771	FBgn0038069	YLL012W
ENSG00000204021	ENSMUSG00000024771	FBgn0034990	YLL012W
ENSG00000204021	ENSMUSG00000024771	FBgn0043825	YLL012W
ENSG00000204021	ENSMUSG00000024771	FBgn0051872	YLL012W
ENSG00000204021	ENSMUSG00000024771	FBgn0265264	YLL012W
ENSG00000204021	ENSMUSG00000024771	FBgn0032266	YLL012W
ENSG00000204021	ENSMUSG00000024771	FBgn0032264	YLL012W
ENSG00000204021	ENSMUSG00000024771	FBgn0032265	YLL012W
ENSG00000204021	ENSMUSG00000024771	FBgn0032271	YLL012W
ENSG00000204021	ENSMUSG00000024771	FBgn0051871	YLL012W
ENSG00000204021	ENSMUSG00000024771	FBgn0023496	YLL012W
ENSG00000204021	ENSMUSG00000024771	FBgn0024740	YLL012W
ENSG00000204021	ENSMUSG00000024771	FBgn0038070	YLR020C
ENSG00000204021	ENSMUSG00000024771	FBgn0032981	YLR020C
ENSG00000204021	ENSMUSG00000024771	FBgn0023495	YLR020C
ENSG00000204021	ENSMUSG00000024771	FBgn0033999	YLR020C
ENSG00000204021	ENSMUSG00000024771	FBgn0031533	YLR020C
ENSG00000204021	ENSMUSG00000024771	FBgn0036996	YLR020C
ENSG00000204021	ENSMUSG00000024771	FBgn0051089	YLR020C
ENSG00000204021	ENSMUSG00000024771	FBgn0051091	YLR020C
ENSG00000204021	ENSMUSG00000024771	FBgn0042207	YLR020C
ENSG00000204021	ENSMUSG00000024771	FBgn0038067	YLR020C
ENSG00000204021	ENSMUSG00000024771	FBgn0038068	YLR020C
ENSG00000204021	ENSMUSG00000024771	FBgn0038069	YLR020C
ENSG00000204021	ENSMUSG00000024771	FBgn0034990	YLR020C
ENSG00000204021	ENSMUSG00000024771	FBgn0043825	YLR020C
ENSG00000204021	ENSMUSG00000024771	FBgn0051872	YLR020C
ENSG00000204021	ENSMUSG00000024771	FBgn0265264	YLR020C
ENSG00000204021	ENSMUSG00000024771	FBgn0032266	YLR020C
ENSG00000204021	ENSMUSG00000024771	FBgn0032264	YLR020C
ENSG00000204021	ENSMUSG00000024771	FBgn0032265	YLR020C
ENSG00000204021	ENSMUSG00000024771	FBgn0032271	YLR020C
ENSG00000204021	ENSMUSG00000024771	FBgn0051871	YLR020C
ENSG00000204021	ENSMUSG00000024771	FBgn0023496	YLR020C
ENSG00000204021	ENSMUSG00000024771	FBgn0024740	YLR020C
ENSG00000150054	ENSMUSG00000057440	FBgn0050021	
ENSG00000150054	ENSMUSG00000057440	FBgn0250785	
ENSG00000198879	ENSMUSG00000061186	FBgn0002441	
ENSG00000198879	ENSMUSG00000061186	FBgn0032475	
ENSG00000188611	ENSMUSG00000024887	FBgn0039774	
ENSG00000150201	ENSMUSG00000004988		
ENSG00000169813	ENSMUSG00000042079	FBgn0023441	
ENSG00000169813	ENSMUSG00000042079	FBgn0259139	
ENSG00000221400			
ENSG00000230555			
ENSG00000252532			
ENSG00000236114			
ENSG00000196793	ENSMUSG00000042097		
ENSG00000287852			
ENSG00000232004			
ENSG00000198298		FBgn0039329	
ENSG00000198298		FBgn0037931	
ENSG00000223910			
ENSG00000237389			
ENSG00000238263			
ENSG00000169740	ENSMUSG00000059689		
ENSG00000226245			
ENSG00000230565			
ENSG00000228426			
ENSG00000107443	ENSMUSG00000025010	FBgn0000404	YGR108W
ENSG00000107443	ENSMUSG00000025010	FBgn0010315	YGR108W
ENSG00000107443	ENSMUSG00000025010	FBgn0010382	YGR108W
ENSG00000107443	ENSMUSG00000025010	FBgn0000405	YGR108W
ENSG00000107443	ENSMUSG00000025010	FBgn0000404	YPR119W
ENSG00000107443	ENSMUSG00000025010	FBgn0010315	YPR119W
ENSG00000107443	ENSMUSG00000025010	FBgn0010382	YPR119W
ENSG00000107443	ENSMUSG00000025010	FBgn0000405	YPR119W
ENSG00000107443	ENSMUSG00000025010	FBgn0000404	YGR109C
ENSG00000107443	ENSMUSG00000025010	FBgn0010315	YGR109C
ENSG00000107443	ENSMUSG00000025010	FBgn0010382	YGR109C
ENSG00000107443	ENSMUSG00000025010	FBgn0000405	YGR109C
ENSG00000107443	ENSMUSG00000025010	FBgn0000404	YPR120C
ENSG00000107443	ENSMUSG00000025010	FBgn0010315	YPR120C
ENSG00000107443	ENSMUSG00000025010	FBgn0010382	YPR120C
ENSG00000107443	ENSMUSG00000025010	FBgn0000405	YPR120C
ENSG00000107443	ENSMUSG00000025010	FBgn0000404	YMR199W
ENSG00000107443	ENSMUSG00000025010	FBgn0010315	YMR199W
ENSG00000107443	ENSMUSG00000025010	FBgn0010382	YMR199W
ENSG00000107443	ENSMUSG00000025010	FBgn0000405	YMR199W
ENSG00000107443	ENSMUSG00000025010	FBgn0000404	YPL256C
ENSG00000107443	ENSMUSG00000025010	FBgn0010315	YPL256C
ENSG00000107443	ENSMUSG00000025010	FBgn0010382	YPL256C
ENSG00000107443	ENSMUSG00000025010	FBgn0000405	YPL256C
ENSG00000107443	ENSMUSG00000025010	FBgn0000404	YDL155W
ENSG00000107443	ENSMUSG00000025010	FBgn0010315	YDL155W
ENSG00000107443	ENSMUSG00000025010	FBgn0010382	YDL155W
ENSG00000107443	ENSMUSG00000025010	FBgn0000405	YDL155W
ENSG00000107443	ENSMUSG00000025010	FBgn0000404	YLR210W
ENSG00000107443	ENSMUSG00000025010	FBgn0010315	YLR210W
ENSG00000107443	ENSMUSG00000025010	FBgn0010382	YLR210W
ENSG00000107443	ENSMUSG00000025010	FBgn0000405	YLR210W
ENSG00000266407			
ENSG00000200728			
ENSG00000287009			
ENSG00000229417			
ENSG00000180644	ENSMUSG00000037202		
ENSG00000138316	ENSMUSG00000059901		
ENSG00000231366			
ENSG00000166228	ENSMUSG00000020098	FBgn0024841	
ENSG00000166220	ENSMUSG00000020096		
ENSG00000236311			
ENSG00000107807	ENSMUSG00000025215		
ENSG00000138172	ENSMUSG00000033033		
ENSG00000273485			
ENSG00000234699			
ENSG00000185933	ENSMUSG00000079258		
ENSG00000183128	ENSMUSG00000094219		
ENSG00000235470			
ENSG00000226431			
ENSG00000287419			
ENSG00000273108			
ENSG00000222503			
ENSG00000280693			
ENSG00000266754			
ENSG00000227905			
ENSG00000289051			
ENSG00000215097			
ENSG00000238405			
ENSG00000204179	ENSMUSG00000021940		
ENSG00000122375	ENSMUSG00000021799	FBgn0014019	
ENSG00000122375	ENSMUSG00000021799	FBgn0003249	
ENSG00000122375	ENSMUSG00000021799	FBgn0003248	
ENSG00000122375	ENSMUSG00000021799	FBgn0003250	
ENSG00000122375	ENSMUSG00000021799	FBgn0002940	
ENSG00000176171	ENSMUSG00000078566	FBgn0037007	
ENSG00000277959			
ENSG00000273521			
ENSG00000279982			
ENSG00000273327			
ENSG00000273336			
ENSG00000130649	ENSMUSG00000025479		
ENSG00000278518			
ENSG00000286789			
ENSG00000171772	ENSMUSG00000025480		
ENSG00000233685			
ENSG00000203772	ENSMUSG00000045733		
ENSG00000289258			
ENSG00000222371			
ENSG00000179774	ENSMUSG00000036816	FBgn0015550	
ENSG00000179774	ENSMUSG00000036816	FBgn0003270	
ENSG00000179774	ENSMUSG00000036816	FBgn0010433	
ENSG00000233590			
ENSG00000234102			
ENSG00000108187	ENSMUSG00000112129		YHR029C
ENSG00000108187	ENSMUSG00000020072		YHR029C
ENSG00000096746	ENSMUSG00000020069	FBgn0023441	
ENSG00000096746	ENSMUSG00000020069	FBgn0259139	
ENSG00000275675			
ENSG00000226086			
ENSG00000235964			
ENSG00000272983			
ENSG00000225965			
ENSG00000234941			
ENSG00000075407			
ENSG00000075073	ENSMUSG00000020081	FBgn0004841	
ENSG00000075073	ENSMUSG00000020081	FBgn0004622	
ENSG00000108175	ENSMUSG00000007817	FBgn0026160	YOR156C
ENSG00000108175	ENSMUSG00000007817	FBgn0026160	YDR409W
ENSG00000197746	ENSMUSG00000004207		
ENSG00000172661	ENSMUSG00000024104	FBgn0034529	
ENSG00000183049	ENSMUSG00000039145	FBgn0016126	
ENSG00000107745	ENSMUSG00000020111	FBgn0031893	
ENSG00000138207	ENSMUSG00000024990		
ENSG00000107863	ENSMUSG00000036591		
ENSG00000171988	ENSMUSG00000037876	FBgn0037703	
ENSG00000012779	ENSMUSG00000025701		
ENSG00000065675	ENSMUSG00000026778		
ENSG00000136758	ENSMUSG00000026775	FBgn0034792	YPR024W
ENSG00000233518			
ENSG00000223302			
ENSG00000108055	ENSMUSG00000024974	FBgn0015615	YJL074C
ENSG00000138347		FBgn0005666	
ENSG00000122367	ENSMUSG00000021798		
ENSG00000235010			
ENSG00000151640	ENSMUSG00000025478		YLR420W
ENSG00000188385	ENSMUSG00000056856		
ENSG00000188234			
ENSG00000107862	ENSMUSG00000025224	FBgn0264560	YEL022W
ENSG00000107862	ENSMUSG00000025224	FBgn0026179	YEL022W
ENSG00000107862	ENSMUSG00000025224	FBgn0028538	YEL022W
ENSG00000107862	ENSMUSG00000025224	FBgn0264560	YJR031C
ENSG00000107862	ENSMUSG00000025224	FBgn0026179	YJR031C
ENSG00000107862	ENSMUSG00000025224	FBgn0028538	YJR031C
ENSG00000107862	ENSMUSG00000025224	FBgn0264560	YNL297C
ENSG00000107862	ENSMUSG00000025224	FBgn0026179	YNL297C
ENSG00000107862	ENSMUSG00000025224	FBgn0028538	YNL297C
ENSG00000151632		FBgn0037973	YMR041C
ENSG00000151632		FBgn0037975	YMR041C
ENSG00000151632		FBgn0036183	YMR041C
ENSG00000151632		FBgn0037973	YNL331C
ENSG00000151632		FBgn0037975	YNL331C
ENSG00000151632		FBgn0036183	YNL331C
ENSG00000151632		FBgn0037973	YJR155W
ENSG00000151632		FBgn0037975	YJR155W
ENSG00000151632		FBgn0036183	YJR155W
ENSG00000151632		FBgn0037973	YDL243C
ENSG00000151632		FBgn0037975	YDL243C
ENSG00000151632		FBgn0036183	YDL243C
ENSG00000151632		FBgn0037973	YCR107W
ENSG00000151632		FBgn0037975	YCR107W
ENSG00000151632		FBgn0036183	YCR107W
ENSG00000151632		FBgn0037973	YOL165C
ENSG00000151632		FBgn0037975	YOL165C
ENSG00000151632		FBgn0036183	YOL165C
ENSG00000151632		FBgn0037973	YOR120W
ENSG00000151632		FBgn0037975	YOR120W
ENSG00000151632		FBgn0036183	YOR120W
ENSG00000151632		FBgn0037973	YDR368W
ENSG00000151632		FBgn0037975	YDR368W
ENSG00000151632		FBgn0036183	YDR368W
ENSG00000151632		FBgn0037973	YDL124W
ENSG00000151632		FBgn0037975	YDL124W
ENSG00000151632		FBgn0036183	YDL124W
ENSG00000095564	ENSMUSG00000040565	FBgn0022787	YPL082C
ENSG00000107954	ENSMUSG00000006435		
ENSG00000148429	ENSMUSG00000039046		
ENSG00000197321	ENSMUSG00000024236	FBgn0010225	
ENSG00000156026	ENSMUSG00000009647	FBgn0042185	
ENSG00000228570	ENSMUSG00000071909		
ENSG00000138193	ENSMUSG00000024998	FBgn0004611	
ENSG00000198739	ENSMUSG00000042846		
ENSG00000289325			
ENSG00000165632	ENSMUSG00000025782	FBgn0026262	
ENSG00000233990			
ENSG00000197308			
ENSG00000232638			
ENSG00000252036	ENSMUSG00002075614		
ENSG00000199364			
ENSG00000232470			
ENSG00000150593	ENSMUSG00000024975	FBgn0030520	
ENSG00000284482			
ENSG00000214413	ENSMUSG00000084957		
ENSG00000278601			
ENSG00000270589			
ENSG00000108061	ENSMUSG00000024976		
ENSG00000234118			
ENSG00000221214			
ENSG00000150594	ENSMUSG00000033717		
ENSG00000213247			
ENSG00000122877	ENSMUSG00000037868		YDL048C
ENSG00000122877	ENSMUSG00000037868		YLR375W
ENSG00000289487			
ENSG00000148835	ENSMUSG00000025049	FBgn0011569	YBR198C
ENSG00000148835	ENSMUSG00000025049	FBgn0010356	YBR198C
ENSG00000166348	ENSMUSG00000034235		
ENSG00000270025			
ENSG00000170324	ENSMUSG00000108841		
ENSG00000285786			
ENSG00000225482			
ENSG00000107643	ENSMUSG00000021936	FBgn0011817	YMR216C
ENSG00000107643	ENSMUSG00000021936	FBgn0286813	YMR216C
ENSG00000107643	ENSMUSG00000021936	FBgn0030697	YMR216C
ENSG00000107643	ENSMUSG00000021936	FBgn0011817	YHR030C
ENSG00000107643	ENSMUSG00000021936	FBgn0286813	YHR030C
ENSG00000107643	ENSMUSG00000021936	FBgn0030697	YHR030C
ENSG00000107643	ENSMUSG00000021936	FBgn0011817	YKL161C
ENSG00000107643	ENSMUSG00000021936	FBgn0286813	YKL161C
ENSG00000107643	ENSMUSG00000021936	FBgn0030697	YKL161C
ENSG00000279822			
ENSG00000128805	ENSMUSG00000063506		
ENSG00000248682			
ENSG00000231906			
ENSG00000251413			
ENSG00000236800			
ENSG00000228754			
ENSG00000165732	ENSMUSG00000020075		
ENSG00000283000			
ENSG00000266228			
ENSG00000230534			
ENSG00000253054			
ENSG00000233343			
ENSG00000152766	ENSMUSG00000024774	FBgn0036053	
ENSG00000152766	ENSMUSG00000024774	FBgn0043884	
ENSG00000234256			
ENSG00000138134	ENSMUSG00000024776	FBgn0039773	
ENSG00000180139			
ENSG00000286116			
ENSG00000275693			
ENSG00000265375			
ENSG00000283664			
ENSG00000228997			
ENSG00000225383			
ENSG00000229240			
ENSG00000231496			
ENSG00000228027			
ENSG00000229206			
ENSG00000237986			
ENSG00000230322			
ENSG00000181800			
ENSG00000280086			
ENSG00000166321	ENSMUSG00000021809		
ENSG00000272599			
ENSG00000221164	ENSMUSG00000080622		
ENSG00000122882	ENSMUSG00000021810	FBgn0000543	
ENSG00000138286	ENSMUSG00000039599		
ENSG00000213551	ENSMUSG00000021811	FBgn0037878	
ENSG00000199201			
ENSG00000227382			
ENSG00000288559			
ENSG00000236756			
ENSG00000182180	ENSMUSG00000049960	FBgn0033907	
ENSG00000227540			
ENSG00000200356	ENSMUSG00000119631		
ENSG00000200356	ENSMUSG00000088349		
ENSG00000207473			
ENSG00000138279	ENSMUSG00000021814	FBgn0030749	
ENSG00000138279	ENSMUSG00000021814	FBgn0000083	
ENSG00000233144			
ENSG00000048740	ENSMUSG00000002107	FBgn0262475	YDL224C
ENSG00000048740	ENSMUSG00000002107	FBgn0000114	YDL224C
ENSG00000048740	ENSMUSG00000002107	FBgn0035047	YDL224C
ENSG00000048740	ENSMUSG00000002107	FBgn0262475	YNL197C
ENSG00000048740	ENSMUSG00000002107	FBgn0000114	YNL197C
ENSG00000048740	ENSMUSG00000002107	FBgn0035047	YNL197C
ENSG00000156042	ENSMUSG00000039543		
ENSG00000107669	ENSMUSG00000030850	FBgn0025720	YGL017W
ENSG00000200789	ENSMUSG00002076848		snR19
ENSG00000212769			
ENSG00000271933			
ENSG00000165678	ENSMUSG00000041028	FBgn0037506	YNL305C
ENSG00000165678	ENSMUSG00000041028	FBgn0030263	YNL305C
ENSG00000285972			
ENSG00000188373	ENSMUSG00000096001		
ENSG00000148600	ENSMUSG00000021803		
ENSG00000204033	ENSMUSG00000043418		
ENSG00000148604	ENSMUSG00000021804		
ENSG00000148602	ENSMUSG00000041044	FBgn0005775	
ENSG00000148602	ENSMUSG00000041044	FBgn0028370	
ENSG00000229404			
ENSG00000233189			
ENSG00000225423			
ENSG00000225928			
ENSG00000026025	ENSMUSG00000026728		
ENSG00000187783	ENSMUSG00000048108		
ENSG00000172731	ENSMUSG00000037151	FBgn0030357	
ENSG00000232497			
ENSG00000236777			
ENSG00000223601			
ENSG00000260205			
ENSG00000227462			
ENSG00000286832			
ENSG00000279631			
ENSG00000261671			
ENSG00000233318			
ENSG00000148444	ENSMUSG00000051154	FBgn0030100	
ENSG00000269897			
ENSG00000168283	ENSMUSG00000026739	FBgn0265623	
ENSG00000168283	ENSMUSG00000026739	FBgn0005624	
ENSG00000272516			
ENSG00000271981			
